,university 1,university 2,cosine distance,jaccard distance
414, HAS, Tilburg University ,0.7801156055089488,0.9084712755598832
415, Hotelschool The Hague, Tilburg University ,0.7564597790815832,0.8840846366145354
416, Design academy Eindhoven , Tilburg University ,0.7686765105441298,0.8833189282627485
417, Royal academy of art The Hague, Tilburg University ,0.7991409623133443,0.9190243902439025
418,Wittenborg, Tilburg University ,0.8140787824812317,0.9297029702970296
419, Royal Conservatoire The Hague, Tilburg University ,0.8644721072229872,0.9712460063897763
420,codarts, Tilburg University ,0.8680448360256816,0.9551792828685259
421,Webster, Tilburg University ,0.8226465842184033,0.939209726443769
422,amsterdamuas, Tilburg University ,0.7324645657357332,0.8543531326281529
423, EUR , Open University ,0.8130765695292816,0.9203389830508475
424, Leiden University , Open University ,0.8079440979146014,0.9437229437229437
425, WUR , Open University ,0.8309369434998565,0.9127906976744186
426, rug , Open University ,0.8296736160361385,0.9490106544901066
427, Maastricht University , Open University ,0.8033727782022511,0.896551724137931
428, Vrije Universiteit Amsterdam , Open University ,0.7462476721240985,0.8912685337726524
429, TU Eindhoven , Open University ,0.8542498176434656,0.9379310344827586
430, University of Twente , Open University ,0.8048953791996628,0.9297052154195011
431, Tilburg University , Open University ,0.7922482772554196,0.9282786885245902
432, Open University , Open University ,0.0,0.0
433, HAN , Open University ,0.8342300546035321,0.91875
434,ZUYD, Open University ,0.8414990567232868,0.9345047923322684
435,AUAS , Open University ,0.811495193066134,0.9097222222222222
436, international HU , Open University ,0.8108227213223336,0.906801007556675
437,tinbergen, Open University ,0.8380337617568917,0.9123505976095617
438,artez, Open University ,0.891056290562491,0.946949602122016
439,Viaa, Open University ,0.9115840180387824,0.9539170506912442
440,marnix, Open University ,0.835425848779431,0.9220183486238532
441,hku, Open University ,0.8736016016146235,0.9410430839002267
442, Amsterdam University College, Open University ,0.7487682238099607,0.8597785977859779
443,avans, Open University ,0.8254832965159808,0.94140625
444, UVH , Open University ,0.8329399684358322,0.9514978601997147
445,vlhuas , Open University ,0.928038929044921,0.962962962962963
446,Windesheim, Open University ,0.897946062737171,0.9465648854961832
447,AHK , Open University ,0.8350343634027029,0.928698752228164
448, TIAS , Open University ,0.8488017536802164,0.9488465396188566
449,BUAS , Open University ,0.8317120991891556,0.9227557411273486
450,TU Delft, Open University ,0.8742196408514906,0.9351351351351351
451, HZ , Open University ,0.8439190605635098,0.9362363919129082
452, tio , Open University ,0.8268278620574955,0.9099378881987578
453, hogeschool Leiden , Open University ,0.8847648803908812,0.952054794520548
454, rotterdam uas , Open University ,0.8240427083987021,0.9324503311258279
455,Fontys, Open University ,0.8427745510643632,0.922879177377892
456,Aeres, Open University ,0.8752875346637274,0.9378531073446328
457,Saxion, Open University ,0.7909419980347974,0.9094076655052264
458,NHL Stendedn, Open University ,0.8277431582455639,0.9549600912200684
459, Universiteit Utrecht , Open University ,0.8282317628275311,0.9117647058823529
460,The Hague, Open University ,0.908420413244477,0.9531772575250836
461, HAS, Open University ,0.8718422586485346,0.9335548172757475
462, Hotelschool The Hague, Open University ,0.867630339800212,0.9355670103092784
463, Design academy Eindhoven , Open University ,0.8685706704283779,0.9396551724137931
464, Royal academy of art The Hague, Open University ,0.8607866530618496,0.926829268292683
465,Wittenborg, Open University ,0.8493607323862535,0.9192307692307692
466, Royal Conservatoire The Hague, Open University ,0.8762470028208051,0.9426751592356688
467,codarts, Open University ,0.895574749912426,0.9449152542372882
468,Webster, Open University ,0.8623470499966064,0.9260869565217391
469,amsterdamuas, Open University ,0.8321348929703507,0.9276895943562611
470, EUR , HAN ,0.8752434276896389,0.9632352941176471
471, Leiden University , HAN ,0.8648336291818518,0.974188790560472
472, WUR , HAN ,0.8939339828220179,0.9444444444444444
473, rug , HAN ,0.8843694276898095,0.9773260359655981
474, Maastricht University , HAN ,0.8785099784858406,0.9511278195488722
475, Vrije Universiteit Amsterdam , HAN ,0.8251234201448971,0.9492119089316988
476, TU Eindhoven , HAN ,0.8983998983998476,0.948051948051948
477, University of Twente , HAN ,0.8618020978070805,0.966785290628707
478, Tilburg University , HAN ,0.8277671962771808,0.9604700854700855
479, Open University , HAN ,0.8342300546035321,0.91875
480, HAN , HAN ,0.0,0.0
481,ZUYD, HAN ,0.812034890596842,0.9449378330373002
482,AUAS , HAN ,0.8180564695410631,0.9358288770053476
483, international HU , HAN ,0.7754604568659049,0.9159159159159159
484,tinbergen, HAN ,0.8614359353944898,0.9361702127659575
485,artez, HAN ,0.7522362792621393,0.9016949152542373
486,Viaa, HAN ,0.9722649901887386,0.9868421052631579
487,marnix, HAN ,0.8102025954997192,0.9327956989247312
488,hku, HAN ,0.8017518585676139,0.9293478260869565
489, Amsterdam University College, HAN ,0.792609661053915,0.9074074074074074
490,avans, HAN ,0.8312067683619209,0.9620123203285421
491, UVH , HAN ,0.8651350038507396,0.9743024963289281
492,vlhuas , HAN ,0.954853388161352,0.9802955665024631
493,Windesheim, HAN ,0.7599019808004877,0.8846153846153846
494,AHK , HAN ,0.8059461317940547,0.9397590361445783
495, TIAS , HAN ,0.8558529279576641,0.9671610169491526
496,BUAS , HAN ,0.7788533237480093,0.9247572815533981
497,TU Delft, HAN ,0.7534015190419641,0.8623853211009174
498, HZ , HAN ,0.8626712701738977,0.9608843537414966
499, tio , HAN ,0.7752194052203935,0.905511811023622
500, hogeschool Leiden , HAN ,0.7418011102528388,0.8571428571428572
501, rotterdam uas , HAN ,0.8160145145453601,0.9513590844062947
502,Fontys, HAN ,0.7945012658683034,0.9221183800623053
503,Aeres, HAN ,0.795505056741782,0.9178571428571428
504,Saxion, HAN ,0.8675810011649193,0.9605263157894737
505,NHL Stendedn, HAN ,0.8563630307080784,0.9755529685681025
506, Universiteit Utrecht , HAN ,0.7485525771625151,0.8571428571428572
507,The Hague, HAN ,0.9384412988748908,0.9743589743589743
508, HAS, HAN ,0.7688413024903813,0.8977777777777778
509, Hotelschool The Hague, HAN ,0.8172999443217721,0.9308176100628931
510, Design academy Eindhoven , HAN ,0.8233095582802455,0.9392405063291139
511, Royal academy of art The Hague, HAN ,0.8024474069341863,0.912037037037037
512,Wittenborg, HAN ,0.7749824198147952,0.8936170212765957
513, Royal Conservatoire The Hague, HAN ,0.6765016803896848,0.8076923076923077
514,codarts, HAN ,0.9244071053981545,0.9647058823529412
515,Webster, HAN ,0.7967997967996951,0.8987341772151899
516,amsterdamuas, HAN ,0.8201948362609781,0.9447731755424064
517, EUR ,ZUYD,0.7938679660342159,0.8851422550052687
518, Leiden University ,ZUYD,0.7576424761547724,0.8766388557806913
519, WUR ,ZUYD,0.8981727150716354,0.967741935483871
520, rug ,ZUYD,0.8029629784501968,0.900549115314216
521, Maastricht University ,ZUYD,0.8271725811038013,0.9143258426966292
522, Vrije Universiteit Amsterdam ,ZUYD,0.7550237379174113,0.8604166666666666
523, TU Eindhoven ,ZUYD,0.8998933206595242,0.9768683274021353
524, University of Twente ,ZUYD,0.7471193051243399,0.8586956521739131
525, Tilburg University ,ZUYD,0.7121078208329222,0.838479809976247
526, Open University ,ZUYD,0.8414990567232868,0.9345047923322684
527, HAN ,ZUYD,0.812034890596842,0.9449378330373002
528,ZUYD,ZUYD,0.0,0.0
529,AUAS ,ZUYD,0.726499648028132,0.8460543337645536
530, international HU ,ZUYD,0.7374306003814624,0.8554216867469879
531,tinbergen,ZUYD,0.8214642892864288,0.9206842923794712
532,artez,ZUYD,0.7461650935643327,0.8638888888888889
533,Viaa,ZUYD,0.9411411305253227,0.9779179810725552
534,marnix,ZUYD,0.7007878911501293,0.8291721419185283
535,hku,ZUYD,0.7226024794542592,0.84375
536, Amsterdam University College,ZUYD,0.8145204260322277,0.9120715350223547
537,avans,ZUYD,0.6127451303233671,0.7714285714285715
538, UVH ,ZUYD,0.7476690612320701,0.871044776119403
539,vlhuas ,ZUYD,0.8802380749313836,0.9474474474474475
540,Windesheim,ZUYD,0.8058922561448694,0.9126365054602184
541,AHK ,ZUYD,0.629363312298629,0.773109243697479
542, TIAS ,ZUYD,0.677176481886191,0.8153225806451613
543,BUAS ,ZUYD,0.6820772475655577,0.8139240506329114
544,TU Delft,ZUYD,0.84050955543422,0.9453924914675768
545, HZ ,ZUYD,0.7646780319512756,0.8666666666666667
546, tio ,ZUYD,0.7302529325605989,0.8596750369276218
547, hogeschool Leiden ,ZUYD,0.8747551417829701,0.9713261648745519
548, rotterdam uas ,ZUYD,0.642359501202455,0.7839444995044599
549,Fontys,ZUYD,0.7183996838135447,0.844566712517194
550,Aeres,ZUYD,0.7331449141787916,0.8581661891117478
551,Saxion,ZUYD,0.7725093670685086,0.8717672413793103
552,NHL Stendedn,ZUYD,0.6734023550730553,0.8375451263537906
553, Universiteit Utrecht ,ZUYD,0.8203121777290243,0.9424083769633508
554,The Hague,ZUYD,0.8475877657007591,0.9284671532846716
555, HAS,ZUYD,0.7379607146877782,0.8689024390243902
556, Hotelschool The Hague,ZUYD,0.6550770289125805,0.8034433285509326
557, Design academy Eindhoven ,ZUYD,0.709844558663644,0.8339719029374202
558, Royal academy of art The Hague,ZUYD,0.8077153921156122,0.9086826347305389
559,Wittenborg,ZUYD,0.7578244161711807,0.8874801901743264
560, Royal Conservatoire The Hague,ZUYD,0.8692335547585146,0.9647266313932981
561,codarts,ZUYD,0.8624952254457683,0.943217665615142
562,Webster,ZUYD,0.8536902378869968,0.9396825396825397
563,amsterdamuas,ZUYD,0.6339945686975745,0.7764565992865636
564, EUR ,AUAS ,0.7422757310065419,0.8552456839309429
565, Leiden University ,AUAS ,0.7189411805031349,0.8717434869739479
566, WUR ,AUAS ,0.8726866364880119,0.9516539440203562
567, rug ,AUAS ,0.7596925794352408,0.8901174844505875
568, Maastricht University ,AUAS ,0.7839160690354295,0.8817829457364341
569, Vrije Universiteit Amsterdam ,AUAS ,0.7074237946352036,0.8337662337662337
570, TU Eindhoven ,AUAS ,0.9037214521868833,0.9728997289972899
571, University of Twente ,AUAS ,0.7006641163452545,0.8414271555996036
572, Tilburg University ,AUAS ,0.6894566774127213,0.8392694063926941
573, Open University ,AUAS ,0.811495193066134,0.9097222222222222
574, HAN ,AUAS ,0.8180564695410631,0.9358288770053476
575,ZUYD,AUAS ,0.726499648028132,0.8460543337645536
576,AUAS ,AUAS ,0.0,0.0
577, international HU ,AUAS ,0.729467036362693,0.843859649122807
578,tinbergen,AUAS ,0.8511860427589811,0.9267241379310345
579,artez,AUAS ,0.7700711615647355,0.8711433756805808
580,Viaa,AUAS ,0.9421788941394628,0.9750566893424036
581,marnix,AUAS ,0.766906233534613,0.8680781758957654
582,hku,AUAS ,0.7716724860599884,0.8711256117455138
583, Amsterdam University College,AUAS ,0.7720277951923206,0.8781512605042017
584,avans,AUAS ,0.7198673699294793,0.8587619877942458
585, UVH ,AUAS ,0.7590036170696421,0.892156862745098
586,vlhuas ,AUAS ,0.910157909963625,0.9566115702479339
587,Windesheim,AUAS ,0.8006471291279349,0.8989010989010989
588,AHK ,AUAS ,0.7351986558954782,0.8495821727019499
589, TIAS ,AUAS ,0.7338561353428833,0.8654188948306596
590,BUAS ,AUAS ,0.7809722601377498,0.8772727272727273
591,TU Delft,AUAS ,0.8504433392289468,0.9396984924623115
592, HZ ,AUAS ,0.7623607098287799,0.8694029850746269
593, tio ,AUAS ,0.7692422417937514,0.8727984344422701
594, hogeschool Leiden ,AUAS ,0.8629819487799025,0.9615384615384616
595, rotterdam uas ,AUAS ,0.7087349530448386,0.8402699662542182
596,Fontys,AUAS ,0.7818965363755475,0.8780487804878049
597,Aeres,AUAS ,0.7876801166615752,0.8828996282527881
598,Saxion,AUAS ,0.7275221292797882,0.8453188602442334
599,NHL Stendedn,AUAS ,0.7238837755781278,0.8845528455284553
600, Universiteit Utrecht ,AUAS ,0.8298019648963799,0.935064935064935
601,The Hague,AUAS ,0.8794422118721403,0.9388560157790927
602, HAS,AUAS ,0.8019015276175857,0.8947368421052632
603, Hotelschool The Hague,AUAS ,0.7639126907305318,0.866785079928952
604, Design academy Eindhoven ,AUAS ,0.7795428004841622,0.8761755485893417
605, Royal academy of art The Hague,AUAS ,0.8029417969642991,0.8964803312629399
606,Wittenborg,AUAS ,0.8379438820562004,0.9188034188034188
607, Royal Conservatoire The Hague,AUAS ,0.8855530598411,0.9628647214854111
608,codarts,AUAS ,0.8519573674425097,0.9300225733634312
609,Webster,AUAS ,0.8074429043737666,0.9074074074074074
610,amsterdamuas,AUAS ,0.7322483265329811,0.8478561549100968
611, EUR , international HU ,0.8149155359405117,0.9014647137150467
612, Leiden University , international HU ,0.7785674537481685,0.9052352551358516
613, WUR , international HU ,0.9007666040033451,0.961218836565097
614, rug , international HU ,0.8289341724730012,0.926812585499316
615, Maastricht University , international HU ,0.8313778672147893,0.9090909090909091
616, Vrije Universiteit Amsterdam , international HU ,0.7557920294398209,0.8671052631578947
617, TU Eindhoven , international HU ,0.938893106083011,0.9821428571428571
618, University of Twente , international HU ,0.7941828471090048,0.8988326848249028
619, Tilburg University , international HU ,0.7237637495669563,0.8637200736648251
620, Open University , international HU ,0.8108227213223336,0.906801007556675
621, HAN , international HU ,0.7754604568659049,0.9159159159159159
622,ZUYD, international HU ,0.7374306003814624,0.8554216867469879
623,AUAS , international HU ,0.729467036362693,0.843859649122807
624, international HU , international HU ,0.0,0.0
625,tinbergen, international HU ,0.7916532694554164,0.8918269230769231
626,artez, international HU ,0.7465010038906081,0.8551859099804305
627,Viaa, international HU ,0.9388360082587114,0.9727722772277227
628,marnix, international HU ,0.7260334268208779,0.8415492957746479
629,hku, international HU ,0.7095548094148978,0.8303571428571428
630, Amsterdam University College, international HU ,0.8461614926408012,0.9195652173913044
631,avans, international HU ,0.6780630839555526,0.8394160583941606
632, UVH , international HU ,0.7589758244519754,0.8961384820239681
633,vlhuas , international HU ,0.8823360761143476,0.9411764705882353
634,Windesheim, international HU ,0.7524471959968687,0.8682926829268293
635,AHK , international HU ,0.6913595677182347,0.8223880597014925
636, TIAS , international HU ,0.6979603532556691,0.8491620111731844
637,BUAS , international HU ,0.6967998613460807,0.822742474916388
638,TU Delft, international HU ,0.8088378336542263,0.9185393258426966
639, HZ , international HU ,0.7773507054616855,0.8806161745827985
640, tio , international HU ,0.7070813764536164,0.8308026030368764
641, hogeschool Leiden , international HU ,0.8136490190449917,0.9442724458204335
642, rotterdam uas , international HU ,0.6636889384805735,0.8152562574493445
643,Fontys, international HU ,0.7066649516418302,0.8281853281853282
644,Aeres, international HU ,0.7326249934058637,0.8466257668711656
645,Saxion, international HU ,0.7825625910662855,0.8818681318681318
646,NHL Stendedn, international HU ,0.7202617087481836,0.8877270225646671
647, Universiteit Utrecht , international HU ,0.8343651202471922,0.9342857142857143
648,The Hague, international HU ,0.8848136447786639,0.9408033826638478
649, HAS, international HU ,0.7461204266453583,0.8587443946188341
650, Hotelschool The Hague, international HU ,0.7469336514225007,0.8552380952380952
651, Design academy Eindhoven , international HU ,0.7608933574514043,0.8647746243739566
652, Royal academy of art The Hague, international HU ,0.7415207821897438,0.8571428571428572
653,Wittenborg, international HU ,0.7969963830949423,0.8938679245283019
654, Royal Conservatoire The Hague, international HU ,0.8443467895215406,0.9464285714285714
655,codarts, international HU ,0.8787600427279845,0.9418886198547215
656,Webster, international HU ,0.8523250063672767,0.9285714285714286
657,amsterdamuas, international HU ,0.6807208038539679,0.8154761904761905
658, EUR ,tinbergen,0.8703491669081884,0.9426751592356688
659, Leiden University ,tinbergen,0.8573013200873277,0.9551506657323056
660, WUR ,tinbergen,0.8979379273840342,0.9509803921568627
661, rug ,tinbergen,0.8779915472882254,0.9608856088560885
662, Maastricht University ,tinbergen,0.8597154067498933,0.9263456090651558
663, Vrije Universiteit Amsterdam ,tinbergen,0.843330109639872,0.9312977099236641
664, TU Eindhoven ,tinbergen,0.912011730987188,0.9657142857142857
665, University of Twente ,tinbergen,0.8660691423739781,0.9491341991341992
666, Tilburg University ,tinbergen,0.8199354074403298,0.9333996023856859
667, Open University ,tinbergen,0.8380337617568917,0.9123505976095617
668, HAN ,tinbergen,0.8614359353944898,0.9361702127659575
669,ZUYD,tinbergen,0.8214642892864288,0.9206842923794712
670,AUAS ,tinbergen,0.8511860427589811,0.9267241379310345
671, international HU ,tinbergen,0.7916532694554164,0.8918269230769231
672,tinbergen,tinbergen,0.0,0.0
673,artez,tinbergen,0.7780313693498545,0.8812664907651715
674,Viaa,tinbergen,0.9519615538584738,0.9758064516129032
675,marnix,tinbergen,0.8202894845692437,0.9100877192982456
676,hku,tinbergen,0.7886917824818502,0.8923766816143498
677, Amsterdam University College,tinbergen,0.8802631319821501,0.9367088607594937
678,avans,tinbergen,0.8050943645527364,0.9286403085824494
679, UVH ,tinbergen,0.8642935756659134,0.9575208913649025
680,vlhuas ,tinbergen,0.9087710702568496,0.9522184300341296
681,Windesheim,tinbergen,0.8151724586443542,0.8981818181818182
682,AHK ,tinbergen,0.7871295992126177,0.9001751313485113
683, TIAS ,tinbergen,0.7932839349940806,0.9228456913827655
684,BUAS ,tinbergen,0.8105407006140006,0.9074446680080483
685,TU Delft,tinbergen,0.8386431407220751,0.9178743961352657
686, HZ ,tinbergen,0.865557200601295,0.9419642857142857
687, tio ,tinbergen,0.74044572619078,0.8545454545454545
688, hogeschool Leiden ,tinbergen,0.8211145618000169,0.9285714285714286
689, rotterdam uas ,tinbergen,0.7875518608915594,0.9111111111111111
690,Fontys,tinbergen,0.7722020810194002,0.8793969849246231
691,Aeres,tinbergen,0.7946691990642618,0.8898071625344353
692,Saxion,tinbergen,0.8652986023304563,0.939935064935065
693,NHL Stendedn,tinbergen,0.8479637880418329,0.9568143578238923
694, Universiteit Utrecht ,tinbergen,0.875565796632349,0.94
695,The Hague,tinbergen,0.9348416234464998,0.9665653495440729
696, HAS,tinbergen,0.814317166980589,0.8987341772151899
697, Hotelschool The Hague,tinbergen,0.8321878444801156,0.9135802469135803
698, Design academy Eindhoven ,tinbergen,0.8299795431831098,0.9164926931106472
699, Royal academy of art The Hague,tinbergen,0.7598799099249343,0.864406779661017
700,Wittenborg,tinbergen,0.8051290592615108,0.8920863309352518
701, Royal Conservatoire The Hague,tinbergen,0.8630339825997682,0.9395604395604396
702,codarts,tinbergen,0.9054389142310699,0.9505703422053232
703,Webster,tinbergen,0.8973470194850527,0.9461538461538461
704,amsterdamuas,tinbergen,0.7775488006719806,0.8956521739130435
705, EUR ,artez,0.810808549095663,0.900976290097629
706, Leiden University ,artez,0.8020335589012544,0.919732441471572
707, WUR ,artez,0.9093816860004734,0.9631901840490797
708, rug ,artez,0.8467053820216472,0.9375866851595007
709, Maastricht University ,artez,0.8882197674588349,0.9410526315789474
710, Vrije Universiteit Amsterdam ,artez,0.8248330022326272,0.91005291005291
711, TU Eindhoven ,artez,0.945748234483193,0.9833333333333333
712, University of Twente ,artez,0.7997019388964873,0.905
713, Tilburg University ,artez,0.7753003936610825,0.8957564575645757
714, Open University ,artez,0.891056290562491,0.946949602122016
715, HAN ,artez,0.7522362792621393,0.9016949152542373
716,ZUYD,artez,0.7461650935643327,0.8638888888888889
717,AUAS ,artez,0.7700711615647355,0.8711433756805808
718, international HU ,artez,0.7465010038906081,0.8551859099804305
719,tinbergen,artez,0.7780313693498545,0.8812664907651715
720,artez,artez,0.0,0.0
721,Viaa,artez,0.934837050447473,0.9700272479564033
722,marnix,artez,0.7113643386097466,0.8327067669172932
723,hku,artez,0.7035940689184697,0.8273244781783682
724, Amsterdam University College,artez,0.8759701330494564,0.9351851851851852
725,avans,artez,0.7115804199584962,0.8638454461821528
726, UVH ,artez,0.8090591243243542,0.9229235880398671
727,vlhuas ,artez,0.9035716161392122,0.9513381995133819
728,Windesheim,artez,0.7069577409918153,0.8365122615803815
729,AHK ,artez,0.6822331340699922,0.8194662480376766
730, TIAS ,artez,0.7278712546347703,0.8709981167608286
731,BUAS ,artez,0.7287820368746727,0.8460207612456747
732,TU Delft,artez,0.8033622527847024,0.9125
733, HZ ,artez,0.8061539837323923,0.8998682476943347
734, tio ,artez,0.6999327774123671,0.8243559718969555
735, hogeschool Leiden ,artez,0.845584060931383,0.9517241379310345
736, rotterdam uas ,artez,0.6879327921333458,0.8357664233576643
737,Fontys,artez,0.7155775442064445,0.834355828220859
738,Aeres,artez,0.7227399366564792,0.8392070484581498
739,Saxion,artez,0.8329938687552344,0.9132867132867133
740,NHL Stendedn,artez,0.7604089937868096,0.9098901098901099
741, Universiteit Utrecht ,artez,0.8235357600739271,0.9265175718849841
742,The Hague,artez,0.9079619915156647,0.9525959367945824
743, HAS,artez,0.8025077966348249,0.892018779342723
744, Hotelschool The Hague,artez,0.7729582667142216,0.872
745, Design academy Eindhoven ,artez,0.7389704781234119,0.8517857142857143
746, Royal academy of art The Hague,artez,0.764595519830479,0.8694581280788177
747,Wittenborg,artez,0.8029483699290718,0.8951406649616368
748, Royal Conservatoire The Hague,artez,0.8157444889216153,0.9326599326599326
749,codarts,artez,0.8869791053488904,0.9445910290237467
750,Webster,artez,0.8480950565529405,0.9243243243243243
751,amsterdamuas,artez,0.7229391112092429,0.8465045592705167
752, EUR ,Viaa,0.9091717251275107,0.964824120603015
753, Leiden University ,Viaa,0.9116344710812856,0.976628895184136
754, WUR ,Viaa,0.9387137077693175,0.9693251533742331
755, rug ,Viaa,0.9060012827972699,0.9743975903614458
756, Maastricht University ,Viaa,0.9481611240205295,0.9753846153846154
757, Vrije Universiteit Amsterdam ,Viaa,0.8954697487491137,0.9602543720190779
758, TU Eindhoven ,Viaa,0.9295530046323653,0.9694656488549618
759, University of Twente ,Viaa,0.8973324953602757,0.9664804469273743
760, Tilburg University ,Viaa,0.9031713817349974,0.9699097291875627
761, Open University ,Viaa,0.9115840180387824,0.9539170506912442
762, HAN ,Viaa,0.9722649901887386,0.9868421052631579
763,ZUYD,Viaa,0.9411411305253227,0.9779179810725552
764,AUAS ,Viaa,0.9421788941394628,0.9750566893424036
765, international HU ,Viaa,0.9388360082587114,0.9727722772277227
766,tinbergen,Viaa,0.9519615538584738,0.9758064516129032
767,artez,Viaa,0.934837050447473,0.9700272479564033
768,Viaa,Viaa,0.0,0.0
769,marnix,Viaa,0.9157754739845241,0.9632183908045977
770,hku,Viaa,0.9471306331952734,0.9771689497716896
771, Amsterdam University College,Viaa,0.9209103700753305,0.9605734767025089
772,avans,Viaa,0.8892892785510251,0.9660194174757282
773, UVH ,Viaa,0.8824419945561423,0.968727789623312
774,vlhuas ,Viaa,0.9608705711784339,0.98046875
775,Windesheim,Viaa,0.9524348505845506,0.9760956175298805
776,AHK ,Viaa,0.8923582812278974,0.956989247311828
777, TIAS ,Viaa,0.8936037297638384,0.9668674698795181
778,BUAS ,Viaa,0.9060188713903551,0.9602510460251046
779,TU Delft,Viaa,0.9430049059265558,0.9710982658959537
780, HZ ,Viaa,0.9503198217074562,0.9816232771822359
781, tio ,Viaa,0.9285654041484069,0.9657320872274143
782, hogeschool Leiden ,Viaa,0.9820971281490142,0.9924812030075187
783, rotterdam uas ,Viaa,0.8874373696129234,0.9603698811096433
784,Fontys,Viaa,0.8860098118531117,0.9473684210526316
785,Aeres,Viaa,0.8890325580030863,0.9469026548672567
786,Saxion,Viaa,0.90381175106959,0.9623931623931624
787,NHL Stendedn,Viaa,0.8838066280500037,0.9722379603399434
788, Universiteit Utrecht ,Viaa,0.9252796777919923,0.9625
789,The Hague,Viaa,0.8790640414397997,0.9386281588447654
790, HAS,Viaa,0.8885010653323879,0.9440559440559441
791, Hotelschool The Hague,Viaa,0.9424183200368902,0.9739583333333334
792, Design academy Eindhoven ,Viaa,0.9132201153238441,0.9627192982456141
793, Royal academy of art The Hague,Viaa,0.9495343924362587,0.975177304964539
794,Wittenborg,Viaa,0.9297902710658916,0.9644268774703557
795, Royal Conservatoire The Hague,Viaa,0.9252314244306776,0.9647887323943662
796,codarts,Viaa,0.9039072233004908,0.9497716894977168
797,Webster,Viaa,0.9559706278952284,0.9775784753363229
798,amsterdamuas,Viaa,0.9243060127972382,0.9702797202797203
799, EUR ,marnix,0.79636512687782,0.8890322580645161
800, Leiden University ,marnix,0.7933002333521147,0.9088558500323206
801, WUR ,marnix,0.872503319814933,0.951530612244898
802, rug ,marnix,0.7926445239149104,0.9066757493188011
803, Maastricht University ,marnix,0.8297219144167084,0.9090909090909091
804, Vrije Universiteit Amsterdam ,marnix,0.7688066746618726,0.8731155778894473
805, TU Eindhoven ,marnix,0.9325079754676419,0.9811320754716981
806, University of Twente ,marnix,0.7620600286259162,0.878001921229587
807, Tilburg University ,marnix,0.7543882088011222,0.8770999115826702
808, Open University ,marnix,0.835425848779431,0.9220183486238532
809, HAN ,marnix,0.8102025954997192,0.9327956989247312
810,ZUYD,marnix,0.7007878911501293,0.8291721419185283
811,AUAS ,marnix,0.766906233534613,0.8680781758957654
812, international HU ,marnix,0.7260334268208779,0.8415492957746479
813,tinbergen,marnix,0.8202894845692437,0.9100877192982456
814,artez,marnix,0.7113643386097466,0.8327067669172932
815,Viaa,marnix,0.9157754739845241,0.9632183908045977
816,marnix,marnix,0.0,0.0
817,hku,marnix,0.7134560548925942,0.8327702702702703
818, Amsterdam University College,marnix,0.8582962670185583,0.9275653923541247
819,avans,marnix,0.6744397164714079,0.8321428571428572
820, UVH ,marnix,0.7703581075628578,0.8978529603122967
821,vlhuas ,marnix,0.8886067732635584,0.9456066945606695
822,Windesheim,marnix,0.7222401166035746,0.8532110091743119
823,AHK ,marnix,0.6415123736177143,0.7849779086892489
824, TIAS ,marnix,0.7370030786546709,0.8673196794300979
825,BUAS ,marnix,0.6940028152378344,0.8197767145135566
826,TU Delft,marnix,0.8190254936604177,0.9260204081632653
827, HZ ,marnix,0.773350987092917,0.8762376237623762
828, tio ,marnix,0.704915816824209,0.8313008130081301
829, hogeschool Leiden ,marnix,0.8235802751720848,0.9498607242339833
830, rotterdam uas ,marnix,0.6775038285889807,0.8201603665521191
831,Fontys,marnix,0.6567724879766542,0.7936210131332082
832,Aeres,marnix,0.7434992765867834,0.8549618320610687
833,Saxion,marnix,0.8013313400295053,0.8917861799217731
834,NHL Stendedn,marnix,0.719591639249098,0.8826724606192287
835, Universiteit Utrecht ,marnix,0.8295568992041454,0.9348958333333334
836,The Hague,marnix,0.8481121379265947,0.9216867469879518
837, HAS,marnix,0.7329450037348363,0.8526315789473684
838, Hotelschool The Hague,marnix,0.7225920290417243,0.8397085610200364
839, Design academy Eindhoven ,marnix,0.7149492084734509,0.8338762214983714
840, Royal academy of art The Hague,marnix,0.7829238612746799,0.8846960167714885
841,Wittenborg,marnix,0.7864612365695716,0.8901098901098901
842, Royal Conservatoire The Hague,marnix,0.8690151649658877,0.9572192513368984
843,codarts,marnix,0.870873983253158,0.9394618834080718
844,Webster,marnix,0.8312699386691047,0.9197247706422018
845,amsterdamuas,marnix,0.6587344660658562,0.7976878612716762
846, EUR ,hku,0.8311513596122793,0.9097839898348158
847, Leiden University ,hku,0.8115412269091264,0.9177906229929351
848, WUR ,hku,0.9191254200974212,0.9696969696969697
849, rug ,hku,0.8449468370402947,0.9319999999999999
850, Maastricht University ,hku,0.8574841954570254,0.924953095684803
851, Vrije Universiteit Amsterdam ,hku,0.8114817991526018,0.8990147783251231
852, TU Eindhoven ,hku,0.9128469799018528,0.9754098360655737
853, University of Twente ,hku,0.8024220389932623,0.9009433962264151
854, Tilburg University ,hku,0.7604182699436273,0.8807420494699647
855, Open University ,hku,0.8736016016146235,0.9410430839002267
856, HAN ,hku,0.8017518585676139,0.9293478260869565
857,ZUYD,hku,0.7226024794542592,0.84375
858,AUAS ,hku,0.7716724860599884,0.8711256117455138
859, international HU ,hku,0.7095548094148978,0.8303571428571428
860,tinbergen,hku,0.7886917824818502,0.8923766816143498
861,artez,hku,0.7035940689184697,0.8273244781783682
862,Viaa,hku,0.9471306331952734,0.9771689497716896
